netko	3.21832499080604694797
@koji_lik	3.16619032736448602350
@Kjukar	3.14862245109004756927
@utikejt	3.02583469893206391532
tko	2.91043840542207243871
@VladaRH	2.80517083691142099511
@R_i_b_a	2.76148340033308681285
@dju_bubbles	2.73875345521441904140
@Adujmovic1Anne	2.70281227011888480760
@IvanaMiseric	2.65730435691475008753
@banankic	2.61838092650317122434
@AnaHranic	2.49215775781373682918
\m/	2.40269523146934016467
@tvalentinaa	2.38710197168390214628
Tko	2.29647415052917702738
nitko	2.27488217850916507601
@IvanitaSB	2.24095171070379306499
@maljciki	2.22134502425890989485
#GetGlue	2.21685502945560486410
@FrankaOreb	2.20401591031419163969
@Miro_zlikovski	2.18399954986672817370
@MajiBee	2.18267119349823790486
@hrvatskitelekom	2.14885148704159867350
@marina_b612	2.13396283008324338937
@mlinka	2.11046312466520058493
@nema_smisla	2.08772733391217180099
@_Anci_	2.03186415665578445910
@_zelenooka	2.02169826183939438380
@Franko12	2.01400265714691650842
@NandinoLoncar	1.96837643635121040120
