@mortisha_20	2.78418549331680731385
@zloGovedo	2.76661294147284131384
@dakavuksanovic	2.59086772837095180577
@IvanijuS	2.55670090112956938100
@Daree14	2.49636235223618685453
@_Brasanac_	2.46996823502481310797
@martinezlora	2.35148046419291301135
@krstovka	2.29840964769129252332
sjutra	2.26002045285878594427
@MakiJaffa	2.25390256209147832323
@ValentiniMarko	2.23753185505772167474
@Milica100_POSTO	2.20145228729228126241
@Marija_Pesic	2.13789415459466614067
@UburekNemaKosti	2.13673307460939243541
dje	2.13381611109788860148
@mortishaaddam	2.09728150298913185168
@RadinhaB	2.09217295970310068753
@sto_maraka	2.06982824191423997462
Đe	2.03335594203464253837
@irenabajceta	2.02891345887181673291
@setajucanevolja	2.02290122471972289020
@_ime_i_prezime	2.00403218312390363209
Pozz.	2.00211371887577094242
Sjutra	1.99761608621484021420
@Galaksy17	1.98840973758388717130
@SkolovaoSam	1.97549628983662484139
@No_OnesProperty	1.97224665079121930233
@AdrijanaHusic	1.96976402574616349384
shto	1.96870549295056451733
@juzrneejm	1.94240390151144781683
